;Full Recipe
496;"<|startofrecipe|>ingredients:
ground beef
ground pork
salt
pepper
sage
egg
corn meal
onion
green pepper
cream-style corn
tomatoes
directions:
combine beef, pork and seasonings.
mix well.
add remaining ingredients.
place in a loaf pan.
bake at 350° for 1 1/2 hours.<|endofrecipe|>"
497;"<|startofrecipe|>ingredients:
philadelphia cream cheese
white wine
crabmeat
garlic powder
directions:
mix the cream cheese, wine and garlic powder.
add the crabmeat.
bake in a casserole at 350° for about 20 minutes. serve with crackers or toast rounds.<|endofrecipe|>"
498;"<|startofrecipe|>ingredients:
ground beef
onion
tomato sauce
water
macaroni
green pepper
worcestershire sauce
salt
pepper
chili powder
directions:
in a skillet, cook beef and onion until the meat is browned and onion is tender.
drain.
stir in the remaining ingredients; bring to boil.
reduce heat; cover and simmer until macaroni is tender, about 20 minutes.
stir occasionally, adding additional water if needed.
yields 4 to 6 servings.<|endofrecipe|>"
499;"<|startofrecipe|>ingredients:
ground beef
onion soup
ginger
noodles
mushrooms
water
flour
sour cream
directions:
brown meat.
sprinkle onion soup mix and ginger over meat. arrange layer of noodles over meat and add mushrooms.
pour water over noodles.
cook on low 20 minutes.
blend flour into sour cream and add to stroganoff.
cook 3 minutes.<|endofrecipe|>"
500;"<|startofrecipe|>ingredients:
eggs
milk
mustard
bread
cheese slices
directions:
make 4 cheese sandwiches (with 2 slices of american cheese in each sandwich).
remove crusts and arrange in baking dish.
mix eggs, milk and dry mustard and pour over sandwiches.
bake in 400° oven for 20 minutes or until brown on top.<|endofrecipe|>"
501;"<|startofrecipe|>ingredients:
garlic
onion
celery powder
onion
liquid smoke
brisket
worcestershire sauce
black pepper
directions:
cover with all ingredients and refrigerate overnight in a 13 x 9-inch pan.
next morning add 1 bottle worcestershire sauce and black pepper.
bake in 275° oven for 6 to 8 hours.
cover with barbecue sauce.<|endofrecipe|>"
502;"<|startofrecipe|>ingredients:
rice
pineapple
sugar
cream
marshmallows
directions:
cook rice. drain off excess water.
while hot, mix in drained pineapple. add sugar to taste.
let set until cold.
whip the cream and fold into rice.
add a few marshmallows, if you like.<|endofrecipe|>"
503;"<|startofrecipe|>ingredients:
salmon
celery
onion
fresh mushrooms
milk
egg whites
bread crumbs
directions:
you may add 1 1/2 tablespoons dill weed (fresh if possible); i don't.<|endofrecipe|>"
504;"<|startofrecipe|>ingredients:
onion
packets instant chicken broth
garlic
zucchini
carrots
parsley
basil
pepper
directions:
in 1 1/2-quart nonstick saucepan, combine onion, broth mix and garlic; cook, stirring occasionally, until onion is translucent. add remaining ingredients and stir to combine; cover and cook over low heat, stirring occasionally, for about 10 minutes.
add 2 cups water and bring to a boil.
reduce heat to medium, cover and cook until vegetables are soft, about 20 minutes. using a slotted spoon, remove about 1/2 cup vegetables from saucepan and set aside.
in blender container, in 2 batches, puree remaining soup; return pureed mixture to saucepan, add reserved vegetables and heat.
makes 2 servings.<|endofrecipe|>"
505;"<|startofrecipe|>ingredients:
egg dumpling noodles
ground beef
salt
pepper
garlic salt
liquid smoke
tomato sauce
brown sugar
cottage cheese
sour cream
green onions
cheddar cheese
directions:
cook noodles according to package directions; rinse and drain. brown hamburger in skillet.
add next 6 ingredients; mix well. cook for 5 minutes; remove from heat.
combine noodles with cottage cheese, sour cream and green onions.
alternate layers of noodle mixture and meat mixture in 2-quart baking dish, ending with meat mixture.
top with cheddar cheese.
bake at 350° for 30 minutes, or until heated through.<|endofrecipe|>"
506;"<|startofrecipe|>ingredients:
ground beef
onion
cream soup
whole kernel corn
cheddar cheese
tater
directions:
lightly brown ground meat and onion.
drain off fat.
spread in bottom of casserole dish.
mix cream soup with 1/2 can milk. spread corn over meat and soup over corn.
don't stir.
sprinkle cheese over soup.
cover top with frozen tater tots.
bake at 325°, covered, about 30 to 40 minutes, or longer if potatoes are not done.<|endofrecipe|>"
507;"<|startofrecipe|>ingredients:
pecans
coconut
chocolate cake
oleo
cream cheese
directions:
prepare cake mix according to package directions.
grease 9 x 13-inch pan.
combine pecans and coconut; sprinkle in bottom of pan.
pour prepared cake mix over pecan and coconut mixture.<|endofrecipe|>"
508;"<|startofrecipe|>ingredients:
whole wheat flour
water
directions:
mix whole wheat flour with water into a firm texture.
make sure all flour is mixed well (medium to firm dough).
let set for 45 minutes (no less).
put dough in a colander and while running cold water, continually squeeze dough to wash out starch from mixture.
continue to squeeze dough, while at the same time, making sure dough stays firmly together.
keep rinsing until all graininess is removed and water is clear from rinsing.
cover with water until ready to use.
yield: 1 pound.<|endofrecipe|>"
509;"<|startofrecipe|>ingredients:
chicken breasts
chicken broth
cornstarch
soy sauce
sugar
cooking oil
ginger root
zucchini
lemon juice
directions:
skin, split and bone chicken breasts.
skin and bone thighs. cut chicken into 1-inch pieces.
blend chicken broth into cornstarch; stir in soy sauce and sugar.
set aside.<|endofrecipe|>"
510;"<|startofrecipe|>ingredients:
ground beef
sweet relish
garlic powder
onions
onion salt
egg
n
directions:
mix beef, sweet relish, garlic powder, onion powder, onion salt and egg.
form into balls.
put into bag of shake 'n bake. cover good.
cook at 350° for 30 to 40 minutes.<|endofrecipe|>"
511;"<|startofrecipe|>ingredients:
margarine
eggs
light brown sugar
vanilla
flour
baking powder
salt
nuts
directions:
beat eggs until light and foamy.
beat in sugar, vanilla and margarine until creamy.
combine flour, baking powder and salt. add to egg mixture.
mix until blended.
stir in nuts.
mixture will be stiff.
spread in 13 x 9-inch greased pan.
bake at 350° for 25 to 30 minutes.
makes 2 dozen.<|endofrecipe|>"
512;"<|startofrecipe|>ingredients:
sugar
country
tea
white grape juice
directions:
put all ingredients in gallon pitcher. finish filling with water. stir. chill or serve over ice.<|endofrecipe|>"
513;"<|startofrecipe|>ingredients:
apple
red delicious apple
celery
pecans
lemon juice
nonfat yogurt
cinnamon
nutmeg
directions:
chop apples; do not peel.
sprinkle with lemon juice.
add celery, yogurt, pecans and spices.
serve on purple cabbage or lettuce leaf.
makes 4 servings.
calories:
61.8.
fat grams: 1.405.<|endofrecipe|>"
514;"<|startofrecipe|>ingredients:
butter
buttermilk
sugar
coconut
eggs
vanilla
directions:
melt margarine.
add eggs and sugar to margarine and beat. add buttermilk and mix thoroughly.
add vanilla and coconut. mix thoroughly.
pour into 2 deep dish pie shells.
bake at 300° for 1 hour.<|endofrecipe|>"
515;"<|startofrecipe|>ingredients:
navy beans
salt pork
tomatoes
potatoes
onions
carrots
salt
pepper
celery salt
directions:
mix all ingredients in a large dutch oven. add water, if needed to reach your favorite consistency.
cook until vegetables are tender, but not mushy!
makes 6 servings.<|endofrecipe|>"
516;"<|startofrecipe|>ingredients:
graham cracker crumbs
sugar
margarine
bananas
cream cheese
cold milk
vanilla instant pudding
pineapple
directions:
mix graham cracker crumbs, sugar and margarine in a 13 x 9-inch pan.
press evenly onto bottom of pan.
arrange banana slices on crust.
beat cream cheese in large bowl with wire whisk until smooth.
gradually beat in milk.
add pudding mixes.
beat until well blended.
spread evenly over banana slices.
spoon pineapple evenly over pudding mixture.
spread with whipped topping over pineapple.
refrigerate 3 hours or until ready to serve.<|endofrecipe|>"
517;"<|startofrecipe|>ingredients:
onion
butter
potatoes
lemon juice
thyme
salt
nonstick vegetable cooking spray
whole wheat flour
milk
bread crumbs
directions:
saute the onion in the butter until translucent.
add the potatoes and combine.
add the lemon juice, thyme and salt.
mix well.<|endofrecipe|>"
518;"<|startofrecipe|>ingredients:
butter
lemon juice
fresh herb parsley
taragon basil
salt
directions:
cream butter and lemon juice.
beat in herbs, salt and pepper and chill.
use on corn-on-the-cob or other vegetables.<|endofrecipe|>"
519;"<|startofrecipe|>ingredients:
greens
bacon grease
salt
baking soda
directions:
wash greens in cold water to remove grit or any dirt.
in a large pot filled 3/4 full of water, add the bacon grease and salt. bring to a boil.
add the greens by the handful to the pot, letting them have a
little time to start to cook down before adding more.
when pot is full, you will need to poke the greens down for a few minutes as they like to come to the top of the pot and run over.
add 1/4 teaspoon of baking soda to the greens to take the bitterness out.
cook at a boil until greens are tender, perhaps a half hour.
drain well.
while greens are draining in the colander, cut them up using two knives.<|endofrecipe|>"
520;"<|startofrecipe|>ingredients:
butter
confectioners sugar
bourbon
semi-sweet chocolate
pecan
directions:
beat butter in medium-size bowl until light and fluffy.
beat in gradually 10x confectioners sugar.
slowly beat in bourbon. chill 1 hour or until mixture is stiff enough to shape.
roll into 1-inch balls.
arrange in single layer on wax paper-lined tray. chill 1 hour.
melt chocolate in top of double boiler over simmering water.
remove chocolate from heat; cool until a good dipping consistency.
dip bourbon balls with 3-pronged fork halfway into chocolate.
return to wax paper-lined tray.
place pecan half on top of each ball.
when all the bourbon balls have been dipped, return tray to refrigerator.
chill about 30 minutes or until firm. makes about 3 dozen.<|endofrecipe|>"
521;"<|startofrecipe|>ingredients:
beans
ground ginger
melted meat drippings
salt
sugar
directions:
look over beans and remove all split beans and gravel (if any).
rinse well.
put into 2 to 3-quart saucepan.
add ginger; bring to boil and cover with lid.
cook until beans have swollen and turned color, about 1 hour.
add grease and salt and continue to cook, keeping water about 1-inch above beans at all times.
when beans begin to get tender, add sugar and cook until very tender.<|endofrecipe|>"
522;"<|startofrecipe|>ingredients:
egg whites
salt
chocolate chips
cream of tartar
sugar
nuts
coconut
directions:
preheat oven to 350°.
beat egg whites until foamy; add salt and cream of tartar.
beat until stiff.
add 2 tablespoons of sugar at a time, beating well after each addition.
stir in vanilla, chocolate chips, nuts and coconut.
drop by teaspoon onto foil lined cookie sheets.
put in the oven and turn off oven immediately.
do not open the door for at least 8 hours.
carefully remove cookies from foil.
makes 40 to 50 cookies.<|endofrecipe|>"
523;"<|startofrecipe|>ingredients:
hamburger
mango
onion
tomato sauce
chili powder
directions:
fry mango and onion with piece of butter, then brown ground beef in same skillet.
pour tomato sauce and chili powder in.
let simmer together about 20 minutes.<|endofrecipe|>"
524;"<|startofrecipe|>ingredients:
pineapple
cherry jello
cottage cheese
directions:
into a medium size bowl, put in pineapple. add dry jello. stir. then add cottage cheese. stir and finally add cool whip. stir. refrigerate.<|endofrecipe|>"
525;"<|startofrecipe|>ingredients:
graham crackers
powdered sugar
eggs
pineapple
nuts
butter
vanilla extract
bananas
whipped cream
maraschino cherries
directions:
combine cracker crumbs and 6 tablespoons melted butter, mixing well.
press crumb mixture into bottoms of a 13 x 9-inch pan. combine 1/2 cup butter, sugar, vanilla and eggs.
beat until fluffy.
spread sugar mixture over crumb layer.
slice bananas lengthwise.
arrange over sugar mixture.
spoon pineapple over bananas.
cover pineapple layer with whipped cream.
sprinkle with nuts.
garnish with cherries.
chill for 6 hours before serving.<|endofrecipe|>"
526;"<|startofrecipe|>ingredients:
bananas
pineapple
frozen strawberries
strawberry jell-o
boiling water
sour cream
directions:
add water to jell-o.
stir to dissolve.
add strawberries, bananas and pineapple.
pour half into pan.
let harden.<|endofrecipe|>"
527;"<|startofrecipe|>ingredients:
eggs
corn syrup
peanut butter
vanilla
crust
directions:
beat eggs.
mix eggs, corn syrup, sugar, peanut butter and vanilla together.
pour into unbaked pie crust.
bake at 350° for 45 to 60 minutes, until top is brown and crisp.<|endofrecipe|>"
528;"<|startofrecipe|>ingredients:
chocolate chips
milk
salt
vanilla
nuts
directions:
in a heavy saucepan, over low heat, melt chips with milk. remove from heat, stir in remaining ingredients.
spread evenly in 8-inch square dish.
chill 2 hours before cutting, then store at room temperature.
makes 1 3/4 pounds.<|endofrecipe|>"
529;"<|startofrecipe|>ingredients:
hamburger
dill pickles
carnation cream
n
onion
directions:
mix well.
shape into balls.
roll in remainder of shake 'n bake and bake in 350° oven for 20 to 30 minutes or until done. toothpicks can be put in balls when done.<|endofrecipe|>"
530;"<|startofrecipe|>ingredients:
crescent rolls
directions:
wrap wiener
rolls around hot dogs and cook as directed on package.
serve
warm
with mustard.
(can be done ahead of time and warmed in microwave.)<|endofrecipe|>"
531;"<|startofrecipe|>ingredients:
tomatoes
tomato sauce
purple onion
garlic
jalapeno peppers
cilantro
oregano
lime juice
salt
directions:
combine all ingredients, stirring gently; cover and chill.<|endofrecipe|>"
532;"<|startofrecipe|>ingredients:
cooking oil
eggs
salt
baking powder
nuts
apples
sugar
flour
soda
coconut
vanilla
directions:
mix oil, sugar and eggs in bowl.
beat until creamy.
add a little at a time the flour, salt, soda and baking powder.
add apples, nuts, coconut and vanilla.
bake for 1 hour in angel food pan at 350°<|endofrecipe|>"
533;"<|startofrecipe|>ingredients:
butter
sugar
margarine
cold milk
instant vanilla pudding
pumpkin
pumpkin pie spice
ground cinnamon
ground ginger
ground nutmeg
topping
peanuts
directions:
in a bowl, combine the cracker crumbs, sugar and butter. press into a greased 9x13 pan. set aside. in a bowl, whisk milk and pudding mix for 2 minutes. stir in pumpkin and spices. spread over crust. refrigerate for 3 hours or until set. garnish with whipped topping and nuts.<|endofrecipe|>"
534;"<|startofrecipe|>ingredients:
vermicelli noodles
black olives
green onions
pimento
wesson oil
seasoning
lemon juice
mayonnaise
directions:
make the night before and refrigerate.<|endofrecipe|>"
535;"<|startofrecipe|>ingredients:
sweet potatoes
red potatoes
fresh onion
oleo
salt
milk
parsley
parmesan cheese
directions:
coat an 11 x 13 x 2-inch baking dish with vegetable cooking spray.
layer 2 cups sweet potatoes in half of dish.
layer 2 cups of red potatoes in other half.
sprinkle evenly with onion. drizzle with 1 1/2 tablespoons of oleo.
sprinkle with 1/4 teaspoon of salt and 1/8 teaspoon of pepper.
repeat procedure with remaining potatoes, oleo, salt and pepper.<|endofrecipe|>"
536;"<|startofrecipe|>ingredients:
loaves
sour cream
mayonnaise
green onions
vegetable soup
directions:
you can also add some shrimp or crab meat or both.<|endofrecipe|>"
537;"<|startofrecipe|>ingredients:
frozen hash brown potatoes
cream of chicken soup
sour cream
chives
cheddar cheese
directions:
lightly grease a 9 x 13-inch pan.
mix soup, sour cream and chives together.
layer in pan the potatoes, soup mixture and cheese.
repeat, ending with grated cheese on top.
bake at 350° for 1 hour.<|endofrecipe|>"
538;"<|startofrecipe|>ingredients:
pork chops
potatoes
fresh mushrooms
directions:
layer ingredients in a 13 x 9 x 2-inch baking pan.
pour envelope of dry onion soup and 2 cups of water over top.
(for richer broth, add another envelope of onion soup and one more cup of water.)
lay foil over top and bake at 350° for 2 hours.<|endofrecipe|>"
539;"<|startofrecipe|>ingredients:
chicken
celery
rice
mayonnaise
cream of chicken soup
lemon juice
onion
eggs
water chestnuts
butter
slivered almonds
corn flakes
directions:
mix first nine ingredients.
saute 5 minutes butter, almonds and corn flakes.
bake at 350° for 35 minutes.
makes 4 to 6 servings.<|endofrecipe|>"
540;"<|startofrecipe|>ingredients:
cabbage
onions
egg noodles
butter
directions:
cut cabbage and boil until tender.
boil noodles until tender. in a frying pan, saute onions in butter.
when onions are tender, add cabbage and noodles.
keep stirring and adding butter, if needed, so it doesn't stick.
add salt and pepper to taste.<|endofrecipe|>"
541;"<|startofrecipe|>ingredients:
tomatoes
green pepper
onion
garlic
basil
pepper
stale
margarine
directions:
preheat oven to 375°.
in a 1-quart casserole sprayed with nonstick cooking spray, place tomatoes in juice.
stir in green pepper, onion, garlic, basil and pepper.
in a small bowl, combine bread cubes and margarine; sprinkle over tomatoes.
bake about 30 minutes until hot and bubbly.
makes 4 servings.<|endofrecipe|>"
542;"<|startofrecipe|>ingredients:
hamburger
potato
carrot
onion
salt
patty of butter
directions:
shape hamburger into patty.
place vegetables on top of hamburger (which is in the center of a 12-inch square piece of foil).
season with salt, pepper and butter.
fold ends of foil in a drugstore wrap.
bake at 400° for 1 hour.
serves 1 person.<|endofrecipe|>"
543;"<|startofrecipe|>ingredients:
regular
sugar
cinnamon
pecan
maraschino cherries
margarine
brown sugar
cinnamon
directions:
put pecan pieces and maraschino cherries into bundt pan.
add the 1 c. granulated sugar in a plastic bag along with the 2 tsp. cinnamon. toss a few of the biscuit quarters in the mixture and put into bundt pan. continue coating all the
biscuit pieces. heat margarine or butter, brown sugar, and 1 tbsp. cinnamon. pour over the biscuits. bake at 350° for 35 minutes. cool 15 minutes, then, turn out onto cake dish. serve warm.<|endofrecipe|>"
544;"<|startofrecipe|>ingredients:
steak sauce
red wine vinegar
soy sauce
ketchup
garlic salt
pepper
onion powder
directions:
stir all ingredients together.
pour over steaks.
marinate at least 2 hours.
grill or broil steaks as usual.<|endofrecipe|>"
545;"<|startofrecipe|>ingredients:
flour
walnuts
toasted wheat germ
brown sugar
baking powder
cinnamon
salt
ground nutmeg
bananas
milk
butter
egg
cinnamon sugar
directions:
preheat oven to 400°.
fit 12 muffin cups with paper liners. coat each with cooking spray.
mix flour, walnuts, wheat germ, brown sugar, baking powder, cinnamon, salt and nutmeg in large bowl.
stir in bananas, milk, butter and egg.
mix just until blended.
using an ice cream scoop, fill muffin cups evenly with batter.
sprinkle with cinnamon sugar, if desired.
bake muffins until a skewer inserted into centers comes out clean, 20 to 22 minutes.
cool 1 minute, then remove from the muffin pan and cool on a wire rack. makes 1 dozen muffins.<|endofrecipe|>"
546;"<|startofrecipe|>ingredients:
eggs
sugar
butter
flour
cocoa
salt
directions:
mix all ingredients together and pour into greased and floured pie pan.
bake at 350° for 30 minutes.<|endofrecipe|>"
547;"<|startofrecipe|>ingredients:
shortening
sugar
milk
flour
brown sugar
egg
powdered instant coffee
salt
vanilla
baking soda
baking powder
directions:
mix shortening, sugars, egg, vanilla and milk until fluffy. sift dry ingredients together.
add to sugar mixture; mix thoroughly.
shape dough into 1-inch balls.
place 2 inches apart on ungreased cookie sheet.
flatten to 1/8-inch thickness.
bake at 400° for 8 to 10 minutes or until lightly browned.<|endofrecipe|>"
548;"<|startofrecipe|>ingredients:
graham crackers
powdered sugar
crunchy peanut butter
semi-sweet chocolate chips
milk
directions:
crush graham crackers.
mix remaining ingredients in a bowl. shape teaspoonfuls of mixture into 1-inch balls.
roll the balls in the graham cracker crumbs until coated.
refrigerate until firm.<|endofrecipe|>"
549;"<|startofrecipe|>ingredients:
cook chicken
garlic
salt
green pepper
onion
olives
achiote coloring
water
peas
oregano
tomatoes
onion
capers
rice
pimentos
tomato sauce
directions:
mix salt, garlic, oregano, tomato sauce, tomatoes, peppers, onion, achiote, olives and capers.
add the chicken and cook for a few minutes.
add the rice and water.
stir and cook until the water has been absorbed, then cover until the rice is done.
serve hot.
garnish with strips of pimentos and peas.<|endofrecipe|>"
550;"<|startofrecipe|>ingredients:
eggs
flour
milk
butter
sugar
salt
directions:
preheat oven to 425°.
grease a 10-inch cast-iron or ovenproof skillet.
beat eggs and add rest of ingredients.
beat until smooth.
pour into skillet and bake 15 minutes.
reduce heat to 350° and bake 10 to 15 minutes or until puffy and golden brown. serve with vanilla cream syrup.
serves 6.<|endofrecipe|>"
551;"<|startofrecipe|>ingredients:
onion
veg-all
hamburger
cream of chicken soup
directions:
brown hamburger with onion and celery.
mix with remaining ingredients.
put in oven dish and bake, uncovered, until thoroughly heated.
or keep it warm in frying pan on top of stove.<|endofrecipe|>"
552;"<|startofrecipe|>ingredients:
sugar
instant tea
cinnamon
cloves
directions:
mix together; makes 2 cups.<|endofrecipe|>"
553;"<|startofrecipe|>ingredients:
spaghetti
ground beef
olive oil
onion
clove garlic
parsley
salt
pepper
tomato juice
tomato paste
worcestershire sauce
oregano
spatini
brown sugar
directions:
saute onion, garlic and parsley in olive oil until soft; add meat and seasonings.
brown lightly.
blend in remaining ingredients and simmer for approximately 1 hour.
makes 4 to 6 servings.<|endofrecipe|>"
554;"<|startofrecipe|>ingredients:
chicken
green pepper
blanched cashews
pineapple
snow peas
water
chicken
cornstarch
sherry
soy sauce
powdered ginger
peanut oil
directions:
cut chicken breast into thumb sized cubes; marinate in a soy sauce/sherry mixture for 4 to 6 hours (overnight is better).<|endofrecipe|>"
555;"<|startofrecipe|>ingredients:
margarine
red
onion
corn
corn
eggs
corn muffin
cheddar cheese
directions:
saute the pepper and onion in the margarine.
in large bowl, combine the can of corn with the liquid, the creamed corn, the eggs and the muffin mix.
add the pepper and onion mixture and mix well.
pour into a well-greased 2-quart casserole.
top with the grated cheese.
bake at 350° for 55 to 65 minutes.<|endofrecipe|>"
556;"<|startofrecipe|>ingredients:
brown sugar
rolled oats
flour
butter
cinnamon
rhubarb
sugar
cornstarch
water
vanilla
directions:
mix brown sugar, oats, flour, butter and cinnamon.
press 1/2 of mixture into a 9-inch square pan.
cover with rhubarb.
mix sugar and cornstarch together.
add water and vanilla.
cook until thick and clear.
(add 3 drops red coloring.)
pour over rhubarb. sprinkle remaining brown sugar mixture on top.
bake at 350° for 1 hour.
top with whipped cream or ice cream.<|endofrecipe|>"
557;"<|startofrecipe|>ingredients:
butter
brown sugar
pineapple
maraschino cherries
eggs
salt
cake flour
vanilla
baking powder
milk
butter
sugar
directions:
melt butter in skillet.
spread brown sugar evenly over butter. place 1 slice of pineapple in center of the skillet.
arrange other slices around the center slice.
place a cherry in center of each pineapple slice.
cover with the following batter.<|endofrecipe|>"
558;"<|startofrecipe|>ingredients:
light alfredo sauce
green pepper
onion
jalapenos
garlic
pepper
jerk spice
parsley flakes
chicken breasts
mozzarella cheese
pizza crust
cornmeal
directions:
make pizza crust according to directions. if you use a pizza stone, sprinkle with cornmeal before rolling out crust. cover crust with sauce and all ingredients, ending with cheese. bake at 450° for 15 minutes.<|endofrecipe|>"
559;"<|startofrecipe|>ingredients:
hamburger
onion
bell pepper
garlic
spaghetti sauce
salt
hearty wide egg noodles
mozzarella cheese
parmesan cheese
cheddar cheese
directions:
cook hamburger, onion and bell pepper until tender and meat is no longer pink.
add garlic, spaghetti sauce, salt and pepper; set aside.
cook egg noodles in pot until almost tender.
layer casserole dish with half of noodles.
spread half of sauce mixture over noodles.
layer with half of each of the cheeses.
repeat the layering:
noodles, sauce, mozzarella cheese and cheddar cheese with parmesan cheese on top.
bake in oven until brown.<|endofrecipe|>"
560;"<|startofrecipe|>ingredients:
head lettuce
red onion
bacon
cauliflower
sugar
mayonnaise
parmesan cheese
directions:
layer first four ingredients in order shown.
combine sugar, mayonnaise and cheese.
put on top.
refrigerate several hours and toss before serving.<|endofrecipe|>"
561;"<|startofrecipe|>ingredients:
walnuts
cinnamon
sugar
butter
eggs
vanilla
flour
baking powder
baking soda
salt
sour cream
apple
directions:
heat oven to 375°.
mix in separate bowl 1/2 sugar, cinnamon and walnuts.
in large bowl, mix soft butter or margarine and sugar.
beat until light and fluffy.
add eggs and blend well; add vanilla.
sift together flour, baking powder, soda and salt.
mix into creamed mixture alternately with sour cream.
spread half mixture into greased 10-inch tube pan.
add sliced apples all around.
sprinkle with half cinnamon mixture.
add rest of batter, then top with remaining cinnamon mixture.
bake 45 minutes.<|endofrecipe|>"
562;"<|startofrecipe|>ingredients:
apples
brown sugar
margarine
flour
white sugar
salt
cinnamon
egg
directions:
mix apples with brown sugar in baking pan and set aside.
mix flour, sugar, salt and cinnamon; set aside.
beat egg.
mix with flour mixture.
spread over fruit.
pour margarine over top.
bake at 375° for about 45 minutes until lightly browned.
serve warm.<|endofrecipe|>"
563;"<|startofrecipe|>ingredients:
pineapple
orange segments
grapes
marshmallows
flaked coconut
nuts
sour cream
sugar
directions:
combine pineapple, oranges, grapes, marshmallows, coconut and nuts.
mix together sour cream and sugar.
stir sour cream mixture into fruit mixture.
chill.<|endofrecipe|>"
564;"<|startofrecipe|>ingredients:
butter
marshmallow cream
salt
almond flavoring
confectioners sugar
maraschino cherries
chocolate chips
cake paraffin
directions:
cream butter.
beat in marshmallow cream, salt and flavoring. add confectioners sugar gradually, mixing well after each addition.
turn onto waxed paper and knead well.
refrigerate one hour.
drain cherries.
roll in fondant, covering completely. chill balls in refrigerator.
melt chocolate in double boiler. dip chilled fondant into chocolate and place on waxed paper to set.<|endofrecipe|>"
565;"<|startofrecipe|>ingredients:
lean
olive oil
garlic
rosemary
lemon juice
salt
black pepper
directions:
combine olive oil and garlic in blender or food processor. process, then add rosemary and whirl 1 minute more.<|endofrecipe|>"
566;"<|startofrecipe|>ingredients:
egg whites
sugar
vanilla
cornflakes
flaked coconut
pecans
directions:
preheat oven to 350°.
beat egg whites at high speed until foamy.
gradually add sugar, one tablespoon at a time, beating until stiff peaks form.
fold in vanilla, cereal, coconut and nuts. drop by tablespoon on a foil lined cookie sheet.
place in oven and immediately turn off oven.
do not open door for 8 hours. carefully peel cookies from foil.
store tightly sealed.
yield:
3 dozen.<|endofrecipe|>"
567;"<|startofrecipe|>ingredients:
sugar
eggs
flour
cornmeal
milk
butter
lemon juice
directions:
combine sugar and eggs.
toss together flour and cornmeal, then add to egg mixture.
add milk gradually, then butter and lemon juice.
pour into unbaked pie shell.
bake for 45 minutes at 350°.<|endofrecipe|>"
568;"<|startofrecipe|>ingredients:
butter
brown sugar
eggs
vanilla
baking soda
chocolate chips
nuts
sugar
milk
flour
oatmeal
directions:
beat margarine and sugar until creamy.
add eggs, milk and vanilla and beat well.
add flour, baking soda and salt.
mix well. on ungreased cookie sheet, drop by tablespoonful.
bake at 375° for 10 to 12 minutes.
cool one minute before removing from cookie sheet.
cool completely on cooling rack.<|endofrecipe|>"
569;"<|startofrecipe|>ingredients:
oreo cookies
cream cheese
powdered sugar
milk
directions:
crush cookies and place half of them in 9 x 13-inch pan.
mix together cool whip, cream cheese and powdered sugar.
mix pudding and milk in separate bowl. combine both mixtures and pour over crumbs. spread remaining crumbs over top. refrigerate before serving.<|endofrecipe|>"
570;"<|startofrecipe|>ingredients:
white vinegar
sugar
salt
pickling spice
directions:
boil ingredients together for 10 minutes.
remove skin from 2 rings bologna--slice--pack in a glass jar.	pour hot syrup over meat.
put lid on jar and refrigerate.
ready to use the next day. can also use small party hotdogs.<|endofrecipe|>"
571;"<|startofrecipe|>ingredients:
buttermilk biscuit mix
pecans
paprika
salt
poultry seasoning
sage
chicken
milk
margarine
directions:
in shallow mixing dish, combine biscuit mix, pecans and seasoning.
mix well.
dip chicken in milk.
coat generously with pecan mixture.<|endofrecipe|>"
572;"<|startofrecipe|>ingredients:
potatoes
onion
celery
northern beans
tomatoes
tomato soup
chili powder
sausage
directions:
cook potatoes, celery and onion until tender.
add beans, tomatoes, soup, chili powder and smoked sausage.
simmer and serve.<|endofrecipe|>"
573;"<|startofrecipe|>ingredients:
graham cracker crumbs
sugar
butter
cream cheese
sugar
eggs
sour cream
vanilla
directions:
preheat oven to 350°.
melt butter; add sugar and graham cracker crumbs.
mix and line spring-form pan for crust.
room temperature cream cheese; sour cream leave out several hours before mixing.
beat cream cheese, sour cream, sugar, egg yolks and vanilla.<|endofrecipe|>"
574;"<|startofrecipe|>ingredients:
sugar
butter
milk
powdered cocoa
oats
vanilla
directions:
put sugar, butter and milk in a heavy saucepan.
bring to a boil and boil for 3 minutes while stirring constantly.
remove from heat.
stir in cocoa, oats and vanilla.
mix well. drop by teaspoon onto waxed paper.
cool 30 minutes.
yields 3 dozen.<|endofrecipe|>"
575;"<|startofrecipe|>ingredients:
yellow cake
vanilla pudding
cherry pie filling
pineapple
frozen coconut
pecans
directions:
make cake as directed in
2 layers.
make pudding as directed.<|endofrecipe|>"
576;"<|startofrecipe|>ingredients:
shell
sugar
all-purpose
ground nutmeg
ground cinnamon
butter
green apples
lemon juice
sour cream
directions:
heat oven to 350°.
place pie shell on cookie sheet.
in medium bowl, combine sugar, flour, spices and salt.
with pastry blender or two knives, cut butter into sugar mixture until crumbly. sprinkle 2 tablespoons on bottom of shell.
arrange apple slices in overlapping rows in shell.
sprinkle each row with a few drops of lemon juice and remaining sugar mixture.
(apples will round slightly in pie shell.)
bake 25 minutes.
spoon and spread sour cream over top.
bake 15 minutes longer.
makes 1 pie.<|endofrecipe|>"
577;"<|startofrecipe|>ingredients:
ground round
whole wheat bread
milk
egg
onion
salt
pepper
worcestershire sauce
catsup
directions:
mix all ingredients thoroughly.
spread in ungreased loaf pan, 9 x 5 x 3-inch.
bake in 350° oven for 1 1/2 hours.<|endofrecipe|>"
