;Full Recipe
6080;"<|startofrecipe|>ingredients:
sugar
cocoa
margarine
eggs
flour
coconut
nuts
marshmallow creme
vanilla
directions:
mix sugar and cocoa together, then cream with margarine and eggs, beating well.
add flour, coconut, nuts and vanilla, mixing well.<|endofrecipe|>"
6081;"<|startofrecipe|>ingredients:
broccoli
bacon
sweet onion
golden raisins
walnuts
mayonnaise
sugar
cider vinegar
directions:
cut off hard ends of broccoli; peel remaining stalk and slice and cut into bite-sized pieces.
cut the bud ends into dice also. place in a refrigerator dish with a tight cover.
add the onion, if used, the raisins and walnuts.<|endofrecipe|>"
6082;"<|startofrecipe|>ingredients:
vanilla instant pudding
bananas
chunky fruit
mandarin oranges
pineapple
directions:
slice bananas; drain fruit and pour juice over bananas for 3 or 4 minutes.
drain juice from bananas, saving 1 1/2 cups juice, and mix with pudding.
combine with fruit mix and chill.<|endofrecipe|>"
6083;"<|startofrecipe|>ingredients:
light brown sugar
dry mustard
flour
vinegar
pineapple
lemon juice
lemon rind
water
raisins
directions:
mix brown sugar, mustard and flour.
add vinegar, lemon juice and lemon rind.
stir in water and raisins.
cook over low heat until thickened, stirring constantly.
serve hot over ham, sliced. makes 10 servings.<|endofrecipe|>"
6084;"<|startofrecipe|>ingredients:
rolled oats
coconut
almonds
canola oil
honey
apricots
cherries
cranberries
cashews
directions:
preheat oven to 350°.
toss the oats, coconut and almonds together in a large bowl.
whisk together the oil and honey in a small bowl.
pour the liquids over the oat mixture and stir with a wooden spoon until all the oats and nuts are coated.
pour into a 13 x 18 x 1-inch sheet pan.
bake, stirring occasionally with a spatula, until the mixture turns a nice, even golden brown, about 45 minutes.
remove the granola from the oven and allow to cool, stirring occasionally.
add the apricots, figs, cherries, cranberries and cashews.
store the cooled granola in an airtight container.
yield:
12 cups.
cook time:
45 minutes.<|endofrecipe|>"
6085;"<|startofrecipe|>ingredients:
butter
flour
egg
pineapple
mandarin oranges
bananas
marshmallows
pecans
directions:
melt the butter, stir in the flour and then the egg.
stir in the juice from the can of pineapple.
cook and stir until thick. pour the mixture over the drained pineapple, oranges, bananas, marshmallows and pecans.
chill and serve.<|endofrecipe|>"
6086;"<|startofrecipe|>ingredients:
marshmallows
sour cream
mayonnaise
salt
pineapple
oranges
bananas
seedless grapes
fresh fruit
directions:
in mixing bowl combine marshmallows, sour cream, mayonnaise and salt.
refrigerate overnight.
add fruit shortly before serving.
toss gently to mix.
yields 12 servings and may be doubled.<|endofrecipe|>"
6087;"<|startofrecipe|>ingredients:
oranges
water
sugar
butter
sugar
eggs
milk
flour
baking powder
salt
directions:
preheat oven to 350 degrees.<|endofrecipe|>"
6088;"<|startofrecipe|>ingredients:
butter
sour cream
frozen coconut
sugar
directions:
cake:
bake butter cake as directed on box in two 8-inch cake pans.
let cool completely.
slice each layer making a 4-layer cake.<|endofrecipe|>"
6089;"<|startofrecipe|>ingredients:
flour
sugar
caraway seed
baking soda
baking powder
butter
raisins
salt
buttermilk
egg
directions:
mix all ingredients together and add the egg.
bake at 350° for one hour in medium size cast-iron frying pan.<|endofrecipe|>"
6090;"<|startofrecipe|>ingredients:
whiskey
whipping cream
eggs
condensed milk
chocolate syrup
instant coffee
vanilla
almond extract
directions:
put whiskey in blender first, then the remaining ingredients and blend to perfection.<|endofrecipe|>"
6091;"<|startofrecipe|>ingredients:
unsalted butter
leeks
chicken broth
baking potatoes
watercress
heavy cream
directions:
melt butter.
add thinly sliced leeks and saute until soft (8 minutes).
stir in chicken broth and potatoes, peeled and sliced au gratin style.
partially cover; simmer for about 10 minutes. using a wooden spoon, mash some potatoes against the side of the pan.
stir in coarsely chopped watercress.
simmer for 1 minute. serve in bowl.
season with salt, pepper and swirl 1 tablespoon heavy cream.<|endofrecipe|>"
6092;"<|startofrecipe|>ingredients:
fresh mushrooms
bacon
green onions
salt
pepper
drops red pepper sauce
flour
whipping cream
cheddar cheese
directions:
wash mushrooms; remove stems and chop fine.
place mushroom caps on paper towel on carousel or dinner plate.
microwave at medium-high 1 minute.
drain and set aside.<|endofrecipe|>"
6093;"<|startofrecipe|>ingredients:
butter
flour
salt
paprika
light cream
fish stock
egg yolks
sherry
directions:
melt butter in saucepan.
remove from heat, stir in flour, salt and paprika until blended.
stir in cream and fish stock slowly. cook over medium heat and stir constantly until mixture thickens and comes to boil.
boil 1 minute.
remove from heat.
in medium bowl, beat egg yolks well.
stir in about 1/2 cup hot sauce.
stir egg yolk mixture into sauce in saucepan.
add sherry.
cook over low heat stirring until heated through.
do not boil.
makes 1 1/2 cups.<|endofrecipe|>"
6094;"<|startofrecipe|>ingredients:
milk
egg
white bread
sugar substitute
vanilla extract
cinnamon
nutmeg
salt
directions:
preheat oven to 350°.
combine all ingredients in a medium bowl.
pour into a 10 ounce custard cup or individual loaf pan. bake 20 to 25 minutes or until top is puffed and lightly brown. serve hot.
makes 1 serving.<|endofrecipe|>"
6095;"<|startofrecipe|>ingredients:
chicken breasts
swiss cheese
cream of chicken soup
bread crumbs
margarine
directions:
place chicken pieces in greased baking dish.
place cheese slices on top.
spread chicken soup over; sprinkle with bread crumbs mixed with margarine.
bake, uncovered, at 325° for 45 minutes.
serves 4.<|endofrecipe|>"
6096;"<|startofrecipe|>ingredients:
cabbage
sugar
vinegar
water
water
directions:
pack shredded cabbage into jars.
combine sugar, vinegar and 1 quart of water.
bring to a boil, then turn off heat and add the last 3 quarts of water.
pour over the shredded cabbage.
put lids on and store in a cool, dark place.
ready in 14 days.<|endofrecipe|>"
6097;"<|startofrecipe|>ingredients:
eggs
milk
vegetable oil
flour
sugar
baking powder
salt
directions:
heat oven to 400°.
grease pans.
mix all ingredients together and bake 20 minutes.
yield: 2 dozen.<|endofrecipe|>"
6098;"<|startofrecipe|>ingredients:
milk
milk
sugar
vanilla
eggs
cornstarch
rice
directions:
mix all together on stove.
when mixture begins to thicken, add 2 cups river rice (precooked) and cook until thick and creamy.<|endofrecipe|>"
6099;"<|startofrecipe|>ingredients:
tomato soup
beef consomme
onion
celery salt
sour cream
directions:
mix all ingredients together and heat thoroughly.<|endofrecipe|>"
6100;"<|startofrecipe|>ingredients:
sugar
margarine
eggs
flour
vanilla extract
lemon extract
directions:
preheat oven to 350°.
beat sugar and margarine together until creamy.
add eggs and beat thoroughly, one at a time.
add flour, one cup at a time, mixing well.
add extracts and beat thoroughly.<|endofrecipe|>"
6101;"<|startofrecipe|>ingredients:
hen
directions:
place chicken in pot and cook until done.<|endofrecipe|>"
6102;"<|startofrecipe|>ingredients:
chicken
tomatoes
corn
sugar
catsup
salt
margarine
onion
noodles
chicken broth
directions:
mix all together and cook very slowly for 2 hours, stirring often.<|endofrecipe|>"
6103;"<|startofrecipe|>ingredients:
water
grits
salt
roll
butter
eggs
parmesan cheese
directions:
cook grits according to directions.
add garlic cheese and butter; stir to melt.
beat eggs and pour into 1 cup measure; finish filling measure with milk.
add to grits.
bake at 350° in a 1/2-quart ungreased casserole dish for 45 minutes.
sprinkle with parmesan cheese, then continue to bake for 20 minutes until top browns.<|endofrecipe|>"
6104;"<|startofrecipe|>ingredients:
blackberry
blueberries
pineapple
boiling water
cream cheese
sour cream
sugar
vanilla
directions:
stir jello in boiling water until dissolved.
use juices as cold water, adding enough water to make 2 cups.
cool, then add berries and pineapple.
when set, whip cream cheese, sour cream, sugar and vanilla.
spread on top and sprinkle with nuts.<|endofrecipe|>"
6105;"<|startofrecipe|>ingredients:
beef
water
stalks celery
carrots
onion
tomatoes
bay leaves
garlic
thyme
marjoram
peppercorns
lite salt
directions:
put meat, bones and water in stock pot.
simmer, uncovered, for 3 hours (do not boil).
strain.
remove meat or marrow from bones. add marrow to stock.
reserve meat or discard.
chill stock overnight; skim and discard fat which floats to the top.
bring stock to boiling.
add remaining ingredients.
simmer, uncovered, for 2 hours.
strain.
reserve vegetables for soup or later use. use broth within 2 weeks or freeze for later use.
yields 6 to 8 pints.<|endofrecipe|>"
6106;"<|startofrecipe|>ingredients:
ground beef
salsa
tomatoes
black beans
pinto beans
taco seasoning
tomato sauce
onion soup mix
directions:
cook beef in large pot. add taco seasoning and onion soup mix. add remaining ingredients. cook on medium heat for 1 hour.<|endofrecipe|>"
6107;"<|startofrecipe|>ingredients:
sugar
eggs
margarine
baking powder
salt
flour
vanilla
directions:
cream sugar and margarine together.
beat in eggs and vanilla. add flour, baking powder and salt; mix until well combined.
if dough is too sticky, refrigerate for 30 minutes.<|endofrecipe|>"
6108;"<|startofrecipe|>ingredients:
raspberry jello
water
mayonnaise
carnation
apples
nuts
lemon juice
directions:
mix the jello and hot water until dissolved.
set the mixture in the refrigerator for 1 hour.
after the hour is over, mix all the ingredients together.
pour into a mold and chill.<|endofrecipe|>"
6109;"<|startofrecipe|>ingredients:
butter
powdered sugar
sugar
oil
eggs
cream of tartar
soda
flour
directions:
cream butter, sugar and eggs.
mix cream of tartar and soda in flour.
alternate flour and oil.
mix well.
drop dough on cookie trays.
bake at 350° for 10 to 12 minutes.<|endofrecipe|>"
6110;"<|startofrecipe|>ingredients:
ground beef
taco seasoning
tomatoes
large tortillas
cheese
cheese
cheddar cheese
tomatoes
green onions
black olives
egg
shredded lettuce
directions:
brown meat and drain.
add taco seasoning and canned tomatoes. heat through.
cover the bottom of a 9 x 13-inch pan with tortillas.
pour beef mixture over tortillas.
add another layer of tortillas over beef.
in a small bowl combine cottage cheese, monterey jack and egg.
mix and pour over tortillas.
bake at 350° for 30 minutes.
sprinkle top with remaining ingredients.<|endofrecipe|>"
6111;"<|startofrecipe|>ingredients:
vermicelli noodles
unsalted butter
green onions
parsley
garlic salt
ground pepper
directions:
cook vermicelli according to directions.
drain well.
set aside.
in same saucepan, melt butter.
stir in remaining ingredients and vermicelli.
cook over medium heat, stirring occasionally, until heated through (3 to 5 minutes).
serve with green salad.
great summer lunch.
serves 6.<|endofrecipe|>"
6112;"<|startofrecipe|>ingredients:
hot water
margarine
stove top dressing
salsa
chicken breasts
cheese
directions:
put water and margarine in 12 x 8-inch pan.
melt.
stir in stove top and 1/4 cup salsa.
arrange chicken over dressing.
pour rest of salsa on top.
cover with foil.
bake 30 minutes.
remove foil and sprinkle with cheese.
bake 5 more minutes or until cheese melts.<|endofrecipe|>"
6113;"<|startofrecipe|>ingredients:
coconut
condensed milk
confectioners sugar
nuts
paraffin wax
chocolate chips
directions:
mix coconut, milk, sugar and nuts together.
form into balls. heat paraffin wax and chocolate chips.
dip candy in hot wax mixture.
cool on wax paper.<|endofrecipe|>"
6114;"<|startofrecipe|>ingredients:
margarine
flour
vanilla
pecans
directions:
mix all ingredients and spread in a 9 x 13-inch pan.
bake at 350° for 30 minutes.
let cool.<|endofrecipe|>"
6115;"<|startofrecipe|>ingredients:
crescent rolls
cream cheese
mayo
directions:
bake crust 7 to 8 minutes at 400°.
mix cream cheese and mayo and spread on cooled crust.
top with veggies of your choice.<|endofrecipe|>"
6116;"<|startofrecipe|>ingredients:
white sandwich bread
cream cheese
bacon bits
butter
parmesan cheese
directions:
cook the asparagus spears; drain and cool.
use a rolling pin to flatten out the bread.
cut off the crusts after you have rolled over the bread.
this given an uptown finish to the roll-ups. spread the cream cheese over the bread slices, sprinkle bacon bits over this, add the asparagus spear and roll as for a jellyroll. cut each slice in half, place on cookie sheet, brush each roll with butter and sprinkle the parmesan cheese on top.
bake in hot oven (400°) until the parmesan has a golden glow (about 5 to 8 minutes), but watch closely so the rolls don't burn.
you could also broil 6 inches from broiler until lightly toasted.
yields 24 appetizers.<|endofrecipe|>"
6117;"<|startofrecipe|>ingredients:
boiling water
oatmeal
oleo
white sugar
brown sugar
eggs
vanilla
salt
flour
cinnamon
soda
directions:
pour water over oatmeal.
put in butter.
let stand 20 minutes. stir 2 or 3 times while cooling.
combine remaining ingredients.
add the oatmeal mixture.
bake in oven at 350° for about 35 minutes. batter will be thin.<|endofrecipe|>"
6118;"<|startofrecipe|>ingredients:
sugar
red karo
cornflakes
peanut butter
directions:
bring sugar and karo to a full boil.
remove from the heat. add peanut butter and mix.
add 15 cups cornflakes.
put into a pan and press.
cut while warm.<|endofrecipe|>"
6119;"<|startofrecipe|>ingredients:
chicken breasts
mushrooms
sour cream
sherry
butter
directions:
saute chicken over medium heat in 1 tablespoon oil until golden.
remove chicken.
saute mushrooms until cooked.
add sherry and butter.
stir in sour cream until well mixed.
heat for 2 to 3 minutes.
add chicken.
heat through.
serve over rice.<|endofrecipe|>"
6120;"<|startofrecipe|>ingredients:
frozen broccoli
cream of mushroom soup
mozzarella cheese
milk
butter
bread crumbs
directions:
preheat oven to 350°.
mix soup and milk together in separate bowl.
layer a 9 x 13 pyrex dish with the broccoli, then add the soup mixture, then sprinkle with cheese.
repeat layers.<|endofrecipe|>"
6121;"<|startofrecipe|>ingredients:
ricotta cheese
cream cheese
sour cream
sugar
eggs
flour
cornstarch
lemon
vanilla
margarine
directions:
mix the cheeses.
you can do this in a mixer.
beat eggs.
add sugar and flavorings.
add egg mixture to cheese.
beat well. blend in flour, cornstarch and then cooled margarine.
blend well. pour into 9-inch spring-form pan.
(lightly greased, you can use crumb mixture to line the bottom of the pan, if you wish.
original recipe does not call for that.)
bake 1 hour at 325°.
turn off oven and leave cake in for 2 to 3 hours.
(i have left it in overnight.)<|endofrecipe|>"
6122;"<|startofrecipe|>ingredients:
tart apples
sugar
water
batch
directions:
peel, core and fine dice the apples or ""coarse grate"" in processor.
place sugar and water in deep pan over low fire. while syrup is cooking, make up one batch of best biscuit mix. roll dough 1/4-inch thick in a rectangle.
spread apples evenly over dough.
then roll up and cut as for cinnamon rolls.
place in a 9 x 13-inch pan.
dot with oleo and sprinkle cinnamon on top.<|endofrecipe|>"
6123;"<|startofrecipe|>ingredients:
ham
swiss cheese
sour cream
lemon juice
pepper
tomatoes
parsley flakes
directions:
combine first 5 ingredients in a small bowl.
refrigerate until ready to use.
cut tops from tomatoes and scoop out insides. put 1/2 teaspoon of mixture in each tomato and garnish with parsley.<|endofrecipe|>"
6124;"<|startofrecipe|>ingredients:
broccoli
mayonnaise
egg
onion
cream of mushroom soup
crackers
directions:
cook broccoli and mix with mayonnaise, cheese, egg, onion and soup. pour into casserole dish-sprinkle with cracker crumbs on top.
bake in 350 oven for 25 minutes.<|endofrecipe|>"
6125;"<|startofrecipe|>ingredients:
beans
sour cream
taco sauce
directions:
mix ingredients together.
it's quick and easy.<|endofrecipe|>"
6126;"<|startofrecipe|>ingredients:
mushrooms
onion
green pepper
butter
tomatoes
salt
pepper
paprika
chicken
minute rice
green olives
fresh cilantro
directions:
drain liquid from mushrooms or broth from chicken to measure 1 cup.
saute mushrooms, green pepper and onion in butter 2 or 3 minutes.
add liquid and remaining ingredients except olives and rice.
bring to a boil, cover and let simmer on low heat for 30 minutes.
add rice and olives, cover and simmer for 20 minutes until rice is tender and liquid is absorbed.
stir frequently so don't stick.
(add fresh cilantro to each serving, optional.) serve with toss salad and rolls.<|endofrecipe|>"
6127;"<|startofrecipe|>ingredients:
mayonnaise
cream cheese
sweet relish
mustard
macaroni
cucumbers
green pepper
radish slices
green onion
directions:
mix cheese and mayonnaise together.
stir in relish and mustard.
add remaining ingredients and toss lightly.
spread into ring mold and chill several hours or overnight.<|endofrecipe|>"
6128;"<|startofrecipe|>ingredients:
onions
butter
green chilies
velveeta cheese
worcestershire
salt
directions:
saut the chopped onion in butter until they begin to color. add chilies and cook gently 4 minutes. add cheese. cook on lowest heat until cheese has melted, stirring frequently. add worcestershire, tabasco, salt and pepper.<|endofrecipe|>"
6129;"<|startofrecipe|>ingredients:
vanilla pudding
flour
baking powder
salt
butter
egg
milk
peaches
cream cheese
sugar
cinnamon
sugar
directions:
grease and flour a 9-inch pie plate.
mix the first 7 ingredients together and put in pie plate.
drain sliced peaches; reserve syrup.
spread peaches on top of the batter.
cream together the cream cheese, 1/2 cup of sugar and 3 tablespoons peach syrup.
spread over peaches.
mix together 1 tablespoon of sugar and cinnamon; sprinkle on top.
bake at 350° for 30 to 35 minutes.<|endofrecipe|>"
6130;"<|startofrecipe|>ingredients:
oleo
dressing mix
zucchini
black pepper
cream of mushroom
sour cream
onion
carrots
directions:
melt oleo; toss with herb-seasoned dressing mix.
stir half of dressing mixture with the squash, soup, sour cream, onion, carrots and black pepper.
can add a little salt to taste.
turn squash mixture into lightly greased 9 x 13-inch baking dish.
sprinkle remaining half of dressing mixture over top.
bake at 350° for 45 minutes.
you can also add browned hamburger meat, drained, to this casserole to make a main dish.<|endofrecipe|>"
6131;"<|startofrecipe|>ingredients:
margarine
powdered sugar
eggs
sweet coconut juice
sweet rice flour
water
salt
vanilla
directions:
beat margarine and powdered sugar until smooth.
add slowly the eggs, coconut juice or milk, rice flour, water, salt and vanilla. grease and flour 13 x 9-inch pan.
bake 40 minutes at 350° until barely light brown.
cool.
sift powdered sugar over, if desired.
cut into squares.<|endofrecipe|>"
6132;"<|startofrecipe|>ingredients:
white sugar
peanuts
crystal white syrup
butter
vanilla
baking soda
directions:
cook first 3 ingredients for 4 minutes in a 1 1/2-quart casserole dish, nothing plastic.
remove and stir.
replace and cook for 4 more minutes.
remove and stir well; add butter and vanilla.
stir well.
cook 2 more minutes.
remove from oven; add baking soda.
stir until foamy.
pour on a greased cookie sheet and let cool, then break into pieces.<|endofrecipe|>"
6133;"<|startofrecipe|>ingredients:
cocoa
flour
sugar
eggs
water
baking powder
baking soda
salt
butter
directions:
sift dry ingredients and then add remainder of ingredients, not stirring until everything is added.
beat well.
bake in moderate oven (350°) for 40 minutes.<|endofrecipe|>"
6134;"<|startofrecipe|>ingredients:
condensed cream
milk
thyme
pepper
chicken
vegetables
biscuits
directions:
in 3-quart oblong or 13 x 9-inch baking dish, combine soup, milk, thyme and pepper.
stir in vegetables and chicken.
bake at 400° for 15 minutes or until mixture begins to bubble.<|endofrecipe|>"
6135;"<|startofrecipe|>ingredients:
whole kernel corn
corn
corn bread
margarine
cream cheese
directions:
mix ingredients in a large prepared casserole dish.
bake at 350° for 50 to 60 minutes or golden brown.
serves 6 to 8.<|endofrecipe|>"
6136;"<|startofrecipe|>ingredients:
flour
margarine
nuts
directions:
combine until crumbly.
pat mixture into bottom of an 8 x 12-inch pan. bake at 300° for 15 minutes. cool.<|endofrecipe|>"
6137;"<|startofrecipe|>ingredients:
onion
salt
flour
corn meal
black pepper
egg
cheddar cheese
directions:
place squash and onion in a colander and sprinkle with salt. let set over sink until all moisture is gone. add flour, corn meal, pepper, cheese and egg and mix together. form into patties and fry in butter.<|endofrecipe|>"
6138;"<|startofrecipe|>ingredients:
egg noodles
ground beef
onion
flour
water
mushrooms
sour cream
directions:
cook noodles and drain.
in large skillet, brown ground beef and onion.
drain grease.
stir in flour, then add water and mushrooms.
stir constantly until mixture thickens.
reduce heat and stir in sour cream.
serve over noodles.
serves 4.<|endofrecipe|>"
6139;"<|startofrecipe|>ingredients:
oatmeal
buttermilk
milk
eggs
brown sugar
flour
salt
soda
baking powder
butter
directions:
mix together oatmeal, buttermilk and milk and let soak at least 20 minutes. gradually add rest of ingredients to milk mixture and cook on griddle.<|endofrecipe|>"
6140;"<|startofrecipe|>ingredients:
caramels
milk
marshmallows
butter
rice krispies
directions:
melt caramels, butter and eagle brand sweetened condensed milk in double boiler or microwave.
stir until melted.
roll marshmallows in caramel mixture, then in rice krispies.
store in refrigerator.<|endofrecipe|>"
6141;"<|startofrecipe|>ingredients:
chicken breasts
prepared mustard
honey
salt
margarine
curry powder
directions:
melt margarine.
add to honey and curry powder.
cut chicken breasts in half.
put in baking pan.
pour mixture over chicken breasts.
cover and bake. bake at 300° for 1 hour.
uncover and bake another 10 minutes.
serve with rice.<|endofrecipe|>"
6142;"<|startofrecipe|>ingredients:
shortening
light brown sugar
white sugar
eggs
vanilla
salt
baking soda
flour
oatmeal
white chocolate bits
dried apricots
nuts
moist coconut
directions:
cream shortening, sugars, eggs and vanilla.
sift together flour, soda and salt.
add to creamed mixture.
stir in oatmeal. mix fruit and nuts with 2 tablespoons of flour and stir into mixture.
drop by rounded teaspoons onto cookie sheet; flatten some and shape.
bake at 350° for about 10 minutes.<|endofrecipe|>"
6143;"<|startofrecipe|>ingredients:
egg whites
cream of tartar
sugar
vanilla
nuts
crackers
whipping cream
preserves
angel
directions:
beat egg whites until foamy.
add cream of tartar.
beat until stiff.
add sugar gradually.
fold in vanilla, soda crackers and nuts.
bake in greased 12 x 6-inch pan at 350° for about 20 minutes or until top is light golden brown.
let cool.<|endofrecipe|>"
6144;"<|startofrecipe|>ingredients:
ground beef
onion
mustard
ketchup
pepper
garlic salt
vinegar
beans
red kidney beans
pork
brown sugar
directions:
brown hamburger with onion until onion is tender and pour off excess fat.
combine next 5 ingredients in a bowl.
add hamburger and 3 cans of beans; mix.
pour into dish and sprinkle with brown sugar.
bake for 1 hour at 350°.<|endofrecipe|>"
6145;"<|startofrecipe|>ingredients:
sugar
vanilla
flour
wesson oil
eggs
coloring
buttermilk
soda
directions:
mix all ingredients except food coloring.
add food coloring last.
makes 3 layers. bake at 350° for 30 minutes.<|endofrecipe|>"
6146;"<|startofrecipe|>ingredients:
lime
cream cheese
pineapple
water
pineapple juice
pecans
directions:
cream jell-o and cream cheese; add boiling water and juice. let set until lightly gelled.
add remaining ingredients.
put in 9 x 12-inch pan.
chill.<|endofrecipe|>"
6147;"<|startofrecipe|>ingredients:
flour
baking soda
salt
buttermilk
brown sugar
egg
corn oil
vanilla
frozen rhubarb
nuts
sugar
cinnamon
butter
directions:
sift together first 3 ingredients in large bowl.
stir together in medium bowl the buttermilk, brown sugar, egg, oil and vanilla and then add to dry ingredients, stirring until just combined. fold in rhubarb and nuts.
pour batter into 13 x 9 x 2-inch baking pan.
sprinkle with mixture of 1/2 cup granulated sugar, cinnamon and butter which you combined by stirring with a fork.
bake at 350° for 40 minutes or until toothpick inserted in center comes out clean.
serve warm or cool.<|endofrecipe|>"
6148;"<|startofrecipe|>ingredients:
active dry yeast
warm water
milk
shortening
sugar
salt
flour
egg
directions:
soften yeast in warm water.
combine milk, shortening, sugar and salt and add.
cool to lukewarm.
add 1 cup flour; beat well. beat in yeast mixture and egg.
add remaining flour; beat well. place in greased bowl; grease top and cover.
keep in refrigerator 2 hours, or until needed.<|endofrecipe|>"
6149;"<|startofrecipe|>ingredients:
cherry gelatin
cherries
pineapple
cream cheese
pecans
directions:
dissolve gelatin as directed on package.
(can use reserved cherry juice as part of cold water, if chilled.) refrigerate gelatin until partially set.
add fruit, cream cheese and nuts. return to refrigerator until firmly set.<|endofrecipe|>"
6150;"<|startofrecipe|>ingredients:
eggs
orange juice
vegetable oil
flour
sugar
baking powder
salt
nuts
directions:
preheat oven to 350°.
grease a 9 x 5 x 3-inch pan.
combine eggs, orange juice, oil and peel.
stir in raisin bran and set aside.
in a large bowl, sift flour, sugar, baking powder, salt and stir in walnuts.
add liquid ingredients all at once.
stir just until moistened and turn into pan.
bake 55 to 60 minutes or until toothpick tested.
cool 15 minutes before removing from pan.<|endofrecipe|>"
6151;"<|startofrecipe|>ingredients:
raw spinach
fresh strawberries
white onion
sugar
vinegar
dry mustard
salt
onion
poppy seeds
vegetable oil
directions:
clean spinach and strawberries.
cut strawberries into halves.
combine in a bowl.
slice onion into rings and add to spinach and strawberries.<|endofrecipe|>"
6152;"<|startofrecipe|>ingredients:
cheddar cheese soup
milk
pepper
potatoes
onion
directions:
blend soup, milk and pepper.
in buttered 1 1/2-quart casserole, arrange alternate layers of potatoes, onions and sauce. dot top with 1 tablespoon butter.
sprinkle with paprika.
cover. bake at 375° for 1 hour.
uncover.
bake 15 minutes more or until potatoes are tender.
serves 4 to 6.<|endofrecipe|>"
6153;"<|startofrecipe|>ingredients:
powdered sugar
cocoa
margarine
milk
vanilla
nuts
peanut butter
directions:
stir together powdered sugar and cocoa.
drop on top of mixture the margarine.
pour milk over mixture (do not stir).
microwave on high for 5 minutes.
stir at half time.
add vanilla, nuts and peanut butter.
pour into the pan of your choice and refrigerate 1 hour.<|endofrecipe|>"
6154;"<|startofrecipe|>ingredients:
chicken
bread crumbs
rice
eggs
chicken stock
margarine
pimento
salt
paprika
parsley
directions:
mix all together.
bake in greased and floured casserole for 1 hour at 350°.<|endofrecipe|>"
6155;"<|startofrecipe|>ingredients:
butter
sugar
brown sugar
egg
peanut butter
water
flour
baking soda
salt
directions:
cream butter and sugar well.
beat in egg, peanut butter and hot water.
gradually blend in flour, baking soda and salt which have been sifted together.
bake at 350° for 10 to 12 minutes.<|endofrecipe|>"
6156;"<|startofrecipe|>ingredients:
hamburger
cheese soup
picante sauce
mushrooms
directions:
brown meat and drain.
add soup (add water if you prefer a thinner dip) and picante sauce. stir.
add mushrooms, if desired. serve hot or cold with chips.<|endofrecipe|>"
6157;"<|startofrecipe|>ingredients:
sugar
cinnamon
baking powder
oil
flour
eggs
baking soda
carrots
nuts
directions:
preheat oven to 350°.
generously grease a snowman shaped pan with shortening and dust with flour or spray with cooking spray. in large mixing bowl, beat sugar and eggs until thickened.
add oil and stir well.
stir together flour, cinnamon, baking powder and soda.
add to egg mixture and mix well.
fold in carrots and nuts. pour batter into pan and bake 30 to 40 minutes or until wooden pick comes out clean.
cool for 10 minutes.
remove from pan.
decorate as desired.
(i take two 8-inch cake pans, use one for the body. make head and arms out of other.
easy to cut out with sharp knife. i use candy drops for eyes and mouth.)
fun and easy to make, as you can also use spice cake mix.<|endofrecipe|>"
6158;"<|startofrecipe|>ingredients:
butter
brown sugar
orange juice
flour
salt
nuts
sugar
milk
egg
baking powder
soda
frozen cranberries
directions:
heat oven to 375°. cream butter, sugar and brown sugar. stir in milk, orange juice and egg. mix in remaining ingredients. drop dough by teaspoon about 2 inches apart onto greased sheet. bake 10 to 15 minutes. makes about 11 dozen.<|endofrecipe|>"
6159;"<|startofrecipe|>ingredients:
green pepper
onion
celery
sugar
vinegar
directions:
heat together the sugar and vinegar until sugar dissolves. pour over vegetables.
make at least 24 hours before serving. makes 1 1/2 quarts.
keeps well.<|endofrecipe|>"
6160;"<|startofrecipe|>ingredients:
sausage
cheddar cheese
baking biscuit mix
celery
directions:
preheat oven to 375°. shred cheese and mix all ingredients. form into one inch balls. bake 15 minutes on ungreased baking sheet until golden brown. makes 6 dozen. sausage cheese balls can be frozen uncooked.
for a firmer texture add an extra 3 cups of baking biscuit mix and an extra 2 cups of shredded cheese to the ingredients listed above.<|endofrecipe|>"
6161;"<|startofrecipe|>ingredients:
corn meal
flour
eggs
baking powder
onions
sugar
buttermilk
lemon juice
directions:
mix dry ingredients (meal, flour, sugar and baking powder). add eggs (1/2 of them).
add 1/2 buttermilk.
add chopped up onions (1/2 of them).
mix well and then add remainder of onions and milk.
mix.
form balls of about a teaspoon size.
deep fry in oil until done (oil temperature 350°).<|endofrecipe|>"
6162;"<|startofrecipe|>ingredients:
noodles
sauce
cheese
nonfat mozzarella cheese
nonfat ricotta cheese
directions:
layer all items, beginning and ending with sauce.
cover tightly with foil to allow the noodles to steam cook.
bake at 350° for 75 minutes or until noodles are soft.
fast and easy!<|endofrecipe|>"
6163;"<|startofrecipe|>ingredients:
flour
sugar
crisco oil
pineapple
egg yolks
water
cinnamon
pecans
egg whites
directions:
mix all ingredients except egg whites.
beat egg whites until stiff and pour into batter.
pour into greased and floured tube pan.
bake at 350° for 1 hour.<|endofrecipe|>"
6164;"<|startofrecipe|>ingredients:
cream cheese
sugar
vanilla
cocoa
milk
pastry shell
directions:
in a mixing bowl, beat cream cheese, sugar and vanilla until smooth.
add cocoa alternately with milk.
mix well.
fold in whipped topping.
pour into shell.
freeze for 8 hours or overnight.
serve directly from the freezer.
(pie does not need to be thawed to cut.)<|endofrecipe|>"
